Url,Manual Tags,Abstract Note,Date,Date Added,Date Modified,Access Date,Key,Item Type,Publication Year,Author,Title
https://melissaperri.com/blog/2017/02/15/product-roadmaps,product management; roadmap; metrics,"Product Roadmaps, in general, are confusing. The truth? Even the most experienced Product Managers still don’t have them fully figured out. Three years ago I wrote a blog post about  Rethinking the Product Roadmap , in which I advocated for a focus on solving customer problems instead of listing out",,2022-06-29 17:38:23,2022-06-29 17:38:23,2022-06-29 17:38:23,K9WPQEE8,webpage,,,Effective Product Roadmaps
https://www.sachinrekhi.com/a-leaders-guide-to-metrics-reviews,product management; roadmap; metrics,"Ada and I both had the privilege of working at two data-driven companies, LinkedIn and SurveyMonkey, led by two analytically rigorous leaders, Jeff Weiner, and the late Dave Goldberg. Those experien",,2022-06-29 17:38:06,2022-06-29 17:38:06,2022-06-29 17:38:06,T2MDZLYN,webpage,,,A Leader's Guide to Metrics Reviews
https://www.svpg.com/the-opportunity-backlog/,product management; roadmap; metrics,Our services support the product lifecycle,2012-07-23,2022-06-29 17:38:26,2022-06-29 17:38:26,2022-06-29 17:38:26,SA6LRABU,webpage,2012,,The Opportunity Backlog
https://www.youtube.com/watch?v=6DeWOrmvhRM,product management; secuirty ,,,2022-06-29 17:34:06,2022-06-29 17:34:06,2022-06-29 17:34:06,XUECKSPL,webpage,,,Adopting Continuous Delivery by Jez Humble - YouTube
https://www.svpg.com/stakeholder-management/,product management; stakeholder management,Our services support the product lifecycle,2013-04-30,2022-06-29 17:35:39,2022-06-29 17:35:39,2022-06-29 17:35:39,REA9F2HB,webpage,2013,,Stakeholder Management
https://500hats.com/niche-to-win-baby-934eba97f28c,product management; strategy ,"Abstract: Startups are more likely to find product/market fit by narrowing their target demographic, understanding customer needs/benefit better, and building more focused & differentiated products…",2015-12-21,2022-06-29 17:36:52,2022-06-29 17:36:52,2022-06-29 17:36:52,GKJR6JY9,webpage,2015,"McClure, Dave","Niche to Win, Baby."
https://a16z.com/2015/11/05/distribution-v-innovation/,product management; strategy ,The battle between every startup and incumbent comes down to whether the startup gets distribution before the incumbent gets innovation. MORE,2015-11-05,2022-06-29 17:36:46,2022-06-29 17:36:46,2022-06-29 17:36:46,E3W8D72G,webpage,2015,"Rampell, Alex",Distribution vs. Innovation
https://a16z.com/2017/06/09/distribution-model-sales-channels/,product management; strategy ,"“I’m into distribution, I’m like Atlantic I got them mutherfuckers flying’ cross the Atlantic” –Rick Ross, “Hustlin’“ When I ask new entrepreneurs what their distribution model will be, I often get answers like: “I don’t want to hire …",2017-06-09,2022-06-29 17:37:08,2022-06-29 17:37:08,2022-06-29 17:37:08,UXZPF7BP,webpage,2017,"Horowitz, Ben",Distribution
https://a16z.com/2019/09/11/platforms-verticals-unbundling/,product management; strategy ,"One of the holy grails in the newco world is to build out a digital platform that successfully serves the needs of a broad number of adjacent verticals, and become the definitive platform in its space. We know the now-canonical …",2019-09-11,2022-06-29 17:36:43,2022-06-29 17:36:43,2022-06-29 17:36:43,AYLB98TN,webpage,2019,"Jordan, Jeff; Coolican, D'Arcy",Platforms vs Verticals and the Next Great Unbundling
https://abovethecrowd.com/2011/05/24/all-revenue-is-not-created-equal-the-keys-to-the-10x-revenue-club/,product management; strategy ,"[Follow Me on Twitter] “ Don’t you know that you are a shooting star, And all the world will love you just as long, As long as you are.”  — Paul Rodgers, Shooting Star With the IPO market now blown wide-open, and the media completely infatuated with frothy trades in the bubbly late stage private market, it is common to see articles that reference both “ valuation ” and “ revenue ” and suggest that there is a correlation between the two. Calculating or qualifying potential valuation using the simplistic and crude tool of a revenue multiple (also known as the price/revenue or price/sales ratio) was quite [...]",2011-05-25,2022-06-29 17:37:10,2022-06-29 17:37:10,2022-06-29 17:37:10,3ZQW5ZSV,webpage,2011,bgurley,All Revenue is Not Created Equal: The Keys to the 10X Revenue Club
https://avc.com/2013/06/product-strategy-business-model/,product management; strategy ,"One of the mistakes I see entrepreneurs make is they move to business model before locking down strategy. The way I like to think about this is get the product right first, then lock down the strategy of the business, then figure out the business model. Getting product right means finding product market fit. It […]",2013-06-02,2022-06-29 17:37:03,2022-06-29 17:37:03,2022-06-29 17:37:03,IURS4BN3,blogPost,2013,,Product > Strategy > Business Model
https://blog.asmartbear.com/compete-on-profit.html,product management; strategy ,"A big, profitable company seems like the hardest thing for a small company to compete against. They have everything: money, brand, momentum, existing customers, press, product teams, distribution c…",2015-08-18,2022-06-29 17:36:49,2022-06-29 17:36:49,2022-06-29 17:36:49,V6NRQ9LU,webpage,2015,,"Why it’s nice to compete against a large, profitable company"
https://cdixon.org/2015/01/31/come-for-the-tool-stay-for-the-network,product management; strategy ,Chris Dixon's blog.,,2022-06-29 17:36:59,2022-06-29 17:36:59,2022-06-29 17:36:59,6UCK5379,webpage,,,"Come for the tool, stay for the network"
https://fictivekin.github.io/pmarchive-jekyll//guide_to_startups_part4,product management; strategy ,An archive of the best articles from Marc Andreessen’s now defunct blog,,2022-06-29 17:37:25,2022-06-29 17:37:25,2022-06-29 17:37:25,UCP2XBD3,webpage,,"Kin, Fictive",Pmarchive · The only thing that matters
https://melissaperri.com/blog/2016/07/14/what-is-good-product-strategy,product management; strategy ,"“What is your Product Strategy? YOU NEED A STRATEGY.” When I replay this scene in my head, I can hear the CTO very audibly yelling (slash pleading) with our product team. He was on edge. We had been experimenting towards a very concrete goal for two months, and had made a lot of progress. We had lea",,2022-06-29 17:36:54,2022-06-29 17:36:54,2022-06-29 17:36:54,88CMJYVQ,webpage,,,What is Good Product Strategy?
https://merci.medium.com/wtf-is-product-market-fit-8fd9df41c573,product management; strategy ,"Product/market is less intuitive than it should be. When founders ask me whether they’re ready to start a growth team, I often spend the…",2018-09-26,2022-06-29 17:37:22,2022-06-29 17:37:22,2022-06-29 17:37:22,CMMRK6MR,blogPost,2018,"Grace, Merci Victoria",How to tell if you have product/market fit
https://review.firstround.com/how-superhuman-built-an-engine-to-find-product-market-fit,product management; strategy ,"Superhuman founder and CEO Rahul Vohra walks us through the framework his startup used to make product/market fit more actionable, detailing the survey and four-step process that were key to measuring and optimizing it.",,2022-06-29 17:37:18,2022-06-29 17:37:18,2022-06-29 17:37:18,DI29T9Z9,webpage,,,Rahul Vohra Shares Superhuman's Product Market Fit Framework
https://sarahtavel.medium.com/taking-the-wrong-lesson-from-uber-ae4b41e7c7da,product management; strategy ,"The last few years, it’s become cliche for startups to describe themselves as “Uber for X”. With Uber as the north star, the mobile phone…",2017-05-17,2022-06-29 17:36:57,2022-06-29 17:36:57,2022-06-29 17:36:57,E7VEXZAG,blogPost,2017,"Tavel, Sarah",Taking the wrong lesson from Uber
https://stratechery.com/2016/the-amazon-tax/,product management; strategy ,"Amazon is building a lot of businesses that look like AWS: taxes on major industries that work to everyone’s benefit. The reason, though, is that AWS is a lot like Amazon itself.",2016-03-15,2022-06-29 17:37:06,2022-06-29 17:37:06,2022-06-29 17:37:06,Z5CABILB,webpage,2016,"Thompson, Ben",The Amazon Tax
https://www.intercom.com/blog/good-products-bad-businesses/,product management; strategy ,It's easy to assume that solving a real problem with a good product magically creates a successful software business. Sadly that’s never guaranteed.,2016-08-15,2022-06-29 17:37:01,2022-06-29 17:37:01,2022-06-29 17:37:01,WSWWB4H2,webpage,2016,"Traynor, Des",Not all good products make good businesses
https://www.lennysnewsletter.com/p/how-to-kickstart-and-scale-a-marketplace,product management; strategy ,"Insights from 17 of today's biggest marketplaces, including Airbnb, DoorDash, Thumbtack, Etsy, Uber and many more",,2022-06-29 17:36:40,2022-06-29 17:36:40,2022-06-29 17:36:40,W6SAS5PQ,webpage,,"Rachitsky, Lenny",How to Kickstart and Scale a Marketplace Business
https://www.sachinrekhi.com/7-powers-hamilton-helmer,product management; strategy ,"In Silicon Valley, we've become well-versed in the importance of finding product/market fit as the most important early pursuit for any new product or startup. We've continued to refine our understa",,2022-06-29 17:36:32,2022-06-29 17:36:32,2022-06-29 17:36:32,6Q2FUVKT,webpage,,,A Primer on Business Strategy From Hamilton Helmer's 7 Powers
https://www.sachinrekhi.com/a-lean-alternative-to-a-business-plan-documenting-your-product-market-fit-hypotheses,product management; strategy ,"For years now in the valley we've been shunning the traditional approach to launching a startup: writing a formal business plan, pitching investors, assembling a team, launching a product, and selli",,2022-06-29 17:36:37,2022-06-29 17:36:37,2022-06-29 17:36:37,UN3GTCX4,webpage,,,A Lean Alternative to a Business Plan: Documenting Your Product/Market Fit Hypotheses
https://medium.com/@johnzimmer/the-third-transportation-revolution-27860f05fa91,product management; vision,I remember when I first fell in love with cars. It started small with Hot Wheels when I was three and Micromachines when I was six. Everything about them was fast and exciting — even the commercials…,2016-09-20,2022-06-29 17:38:52,2022-06-29 17:38:52,2022-06-29 17:38:52,WI2BYHX9,blogPost,2016,"Zimmer, John",The Third Transportation Revolution
https://medium.com/@stewart/we-dont-sell-saddles-here-4c59524d650d,product management; vision,"The memo below was sent to the team at Tiny Speck, the makers of Slack, on July 31st, 2013. It had been a little under seven months since…",2021-08-30,2022-06-29 17:38:56,2022-06-29 17:38:56,2022-06-29 17:38:56,PNJJVERY,blogPost,2021,"Butterfield, Stewart",We Don’t Sell Saddles Here
https://www.tesla.com/blog/secret-tesla-motors-master-plan-just-between-you-and-me,product management; vision,"Background: My day job is running a space transportation company called SpaceX, but on the side I am the chairman of Tesla Motors and help formulate the business and product strategy with Martin and the rest of the team. I have also been Tesla Motor's primary funding source from when the company was just three people and a business plan.",2006-08-02,2022-06-29 17:39:05,2022-06-29 17:39:05,2022-06-29 17:39:05,FCUS45XY,webpage,2006,,The Secret Tesla Motors Master Plan (just between you and me)
https://www.youtube.com/watch?v=GQ98hGUe6FM,product management; vision,"On May 9, 2019, our founder discussed his vision to go to space to benefit Earth.   In addition, he also announced the Blue Moon lunar lander, which is capable of taking people and payloads to the lunar surface. Below you’ll find more information about these announcements.   Blue Moon lunar lander: Blue Origin announced Blue Moon, its large lunar lander capable of delivering multiple metric tons of payload to the lunar surface based on configuration and mission. The cargo variant revealed today can carry 3.6 metric tons to the surface. We have also designed a variant of the lander that can stretch to be capable of carrying a 6.5-metric-ton, human-rated ascent stage. Blue also announced it can meet the current Administration's goal of putting Americans on the Moon by 2024 with the Blue Moon lunar lander.    BE-7 engine: The Blue Moon lunar lander will be powered by the BE-7 engine, a new addition to Blue Origin’s family of engines. The BE-7’s 40 kN (10,000 lbf) thrust is designed for large lunar payload transport. The engine’s propellants are a highly-efficient combination of liquid oxygen and liquid hydrogen. The BE-7 will have its first hotfire this summer. The engine will be available for sale to other companies for use in in-space and lander applications.   Club For the Future: A non-profit founded by Blue Origin dedicated to inspiring and engaging the next generation of dreamers and space entrepreneurs as we journey to preserve Earth and unlock the potential of living and working in space. The Club will bring together K-12 students, educators and leaders for campaigns and initiatives utilizing Blue Origin’s unique access to space. The Club’s first activity will be to send a postcard to space and back on a future New Shepard mission—the first ever space mail. Learn more on the website (www.clubforfuture.org). Follow @ClubforFuture on Twitter and Instagram.",2019-05-10,2022-06-29 17:38:49,2022-06-29 17:38:49,2022-06-29 17:38:49,WMSUQCGE,videoRecording,2019,Blue Origin,Going to Space to Benefit Earth (Full Event Replay)
https://www.youtube.com/watch?v=MnrJzXM7a6o,product management; vision,"This is the iPhone introduction excerpt from the Macworld San Francisco 2007 Keynote Address January 9th, 2007. Steve Jobs made the claim that it was 5 years ahead of any other phone. AppleTV was also introduced that day.",2011-10-08,2022-06-29 17:39:02,2022-06-29 17:39:02,2022-06-29 17:39:02,IBKMFZXA,videoRecording,2011,John Schroter,Steve Jobs introduces iPhone in 2007
https://www.youtube.com/watch?v=xwawTzMfHic,product management; vision,Find out how LinkedIn is revolutionizing the world of work and how professionals and companies can connect at scale.,2016-01-05,2022-06-29 17:38:54,2022-06-29 17:38:54,2022-06-29 17:38:54,3RP59JWT,videoRecording,2016,LinkedIn,LinkedIn's Economic Graph
https://bitcoin.org/bitcoin.pdf,product management; vision,"A purely peer-to-peer version of electronic cash would allow online payments to be sent directly from one party to another without going through a financial institution. Digital signatures provide part of the solution, but the main benefits are lost if a trusted third party is still required to prevent double-spending. We propose a solution to the double-spending problem using a peer-to-peer network. The network timestamps transactions by hashing them into an ongoing chain of hash-based proof-of-work, forming a record that cannot be changed without redoing the proof-of-work. The longest chain not only serves as proof of the sequence of events witnessed, but proof that it came from the largest pool of CPU power. As long as a majority of CPU power is controlled by nodes that are not cooperating to attack the network, they'll generate the longest chain and outpace attackers. The network itself requires minimal structure. Messages are broadcast on a best effort basis, and nodes can leave and rejoin the network at will, accepting the longest proof-of-work chain as proof of what happened while they were gone.",,2022-06-29 18:52:57,2022-06-29 18:52:57,,UNNKCLK9,journalArticle,,"Nakamoto, Satoshi",Bitcoin: A Peer-to-Peer Electronic Cash System
https://newsletter.bringthedonuts.com/p/dual-product-management-career-path,product management; career; growth,Companies should embrace multitrack job ladders for product managers who prefer product leadership to people management,,2022-06-29 17:31:53,2022-06-29 17:31:53,2022-06-29 17:31:53,AX7BF25X,webpage,,"Norton, Ken",It’s Time to Fight for a Dual Product Management Career Path
http://www.extremeprogramming.org/rules/iterationplanning.html,product management; extreme programming,,,2022-06-29 17:33:54,2022-06-29 17:33:54,2022-06-29 17:33:54,HRMLY87B,webpage,,,Iteration Planning
https://www.linkedin.com/pulse/vulnerability-exploitability-exchange-vex-standard-walter-haydock/?trackingId=4tEPuLVWMUpu%2FnfXrnjdyQ%3D%3D,risk management; software; supply chain,,,2022-06-29 17:31:05,2022-06-29 17:31:05,2022-06-29 17:31:05,D825PKXU,webpage,,,(20) The Vulnerability Exploitability eXchange (VEX) standard | LinkedIn
https://www.csoonline.com/article/3656702/managing-container-vulnerability-risks-tools-and-best-practices.html,security; cyber security; cloud; technology; infosec; devsecops; containers; zero trust; ciso,"The sooner you can identify vulnerabilities in containers, the better, and this advice on practices and tools can help.",2022-04-19,2022-06-29 17:31:09,2022-06-29 17:31:09,2022-06-29 17:31:09,S4W9MVKC,webpage,2022,"Hughes, Chris",Managing container vulnerability risks: Tools and best practices
https://www.fastcompany.com/90591035/jeff-lawson-twilio-ask-your-developer-book-excerpt,software development teams; empowered teams,"In an excerpt from his new book, Twilio cofounder and CEO Jeff Lawson explains how his fast-growing startup got unwieldy—and then got back on track.",2021-01-08,2022-06-29 17:29:40,2022-06-29 17:29:40,2022-06-29 17:29:40,DM4PQ5H7,webpage,2021,"Lawson, Jeff",The “dozen-bagel” secret to preserving startup spirit as your company grows
https://www.youtube.com/watch?v=OoxiEPTF_aw,software development teams; empowered teams,"Marty Cagan gave ""EMPOWERED: Ordinary People, Extraordinary Products"" talk at Lean Product Meetup webinar on December 3, 2020.   In this talk, he spells out the key leadership responsibilities, and discuss why each is critically important, and shares examples of strong product leadership from some of the best companies in our industry. About Marty Cagan Before founding the Silicon Valley Product Group to pursue his interests in helping others create successful products through his writing, speaking, advising and coaching, Marty Cagan served as an executive responsible for defining and building products for some of the most successful companies in the world, including Hewlett-Packard, Netscape Communications, and eBay. During his career, he has played the roles of the modern technology product organization. Marty is also the author of INSPIRED: How To Create Tech Products Customers Love, and the brand new EMPOWERED: Ordinary People, Extraordinary Products. Marty continues to inspire product teams and product leaders by being invited to speak at major conferences across the globe. If you would like to see more videos like this check out the following talks from past months:  ▶ Dan Olsen's Product-Market Fit talk at Mind the Product SF 2018: https://www.youtube.com/watch?v=bDUrQ...   ▶ Jake Knapp about his new book “Make Time” :  https://www.youtube.com/watch?v=q4Sx9... ▶ Box CEO Aaron Levie Interview:   https://www.youtube.com/watch?v=cJC_J... ▶ “Product is Hard”  by Marty Cagan https://www.youtube.com/watch?v=gCYFm...  ▶ “Jobs to Be Done” by Tony Ulwick:  https://www.youtube.com/watch?v=qQFUH... ▶ Using Data to Set Your Product Strategy by Justin Bauer, who is the VP of Product at Amplitude:   https://www.youtube.com/watch?v=H8XQV...   ▶ For upcoming videos like this, subscribe to our channel:  http://www.youtube.com/c/DanOlsen  ▶ This video was produced by Coreography https://coreography.com.  ▶ Lean Product was founded by Dan Olsen https://dan-olsen.com.  ▶ Learn more about Lean Product Meetups at https://meetup.com/lean-product  #DanOlsen #LeanProductMeetup #ProductManagement",2021-02-11,2022-06-29 17:29:56,2022-06-29 17:29:56,2022-06-29 17:29:56,623XAHFE,videoRecording,2021,Dan Olsen,"EMPOWERED: Ordinary People, Extraordinary Products by Marty Cagan of SVPG at Lean Product Meetup"
https://www.youtube.com/watch?v=Z_Q4Q8rCVpU,software development teams; empowered teams,"In this discussion, Pivotal's Director of Innovation Practice, Janice Fraser, talks about the balanced team. The basic proposition is that an environment with a balanced team makes work more streamlined, creates better client relations, and improves results overall. Janice's role is to help clients and consultants work in Lean and Agile ways.",2015-07-09,2022-06-29 17:29:50,2022-06-29 17:29:50,2022-06-29 17:29:50,Q5NPUHGM,videoRecording,2015,Vigyan - Power of Knowledge,Balanced Team  Janice Fraser
https://www.fedscoop.com/air-force-considering-shaking-up-its-software-factories￼/,USAF; united states air force; software factory; software factories,"The Air Force is looking at reorganizing its software factories, one of the leaders in the office that oversees them told FedScoop. Among the military services, the Air Force has been particularly keen on software factories, which are tasked with quickly and securely developing and delivering new software for the Department of Defense. The service […]",2022-04-14,2022-06-29 17:31:01,2022-06-29 17:31:01,2022-06-29 17:31:01,M64MBSYG,webpage,2022,,Air Force considering shaking up its software factories
http://paulbuchheit.blogspot.com/2010/02/if-your-product-is-great-it-doesnt-need.html,user research; design ,,2010-02-09,2022-06-29 17:42:33,2022-06-29 17:42:33,2022-06-29 17:42:33,C79A72XX,blogPost,2010,"Buchheit, Paul","Paul Buchheit: If your product is Great, it doesn't need to be Good."
https://goberoi.com/on-writing-product-specs-5ca697b992fd,user research; design ,"If you’re a PM at a medium-to-large org, you should be writing product specs. Learn why and how along with a detailed example.",2017-09-22,2022-06-29 17:42:44,2022-06-29 17:42:44,2022-06-29 17:42:44,ZCCZAZWI,webpage,2017,"Oberoi, Gaurav",On Writing Product Specs
https://hbr.org/2016/09/know-your-customers-jobs-to-be-done,user research; design ,"Firms have never known more about their customers, but their innovation processes remain hit-or-miss. Why? According to Christensen and his coauthors, product developers focus too much on building customer profiles and looking for correlations in data. To create offerings that people truly want to buy, firms instead need to home in on the job the customer is trying to get done. Some jobs are little (pass the time); some are big (find a more fulfilling career). When we buy a product, we essentially “hire” it to help us do a job. If it does the job well, we’ll hire it again. If it does a crummy job, we “fire” it and look for something else to solve the problem. Jobs are multifaceted. They’re never simply about function; they have powerful social and emotional dimensions. And the circumstances in which customers try to do them are more critical than any buyer characteristics. Consider the experiences of condo developers targeting retirees who wanted to downsize their homes. Sales were weak until the developers realized their business was not construction but transitioning lives. Instead of adding more features to the condos, they created services assisting buyers with the move and with their decisions about what to keep and to discard. Sales took off. The key to successful innovation is identifying jobs that are poorly performed in customers’ lives and then designing products, experiences, and processes around those jobs.",2016-09-01,2022-06-29 17:42:39,2022-06-29 17:42:39,2022-06-29 17:42:39,JWUJEIMF,magazineArticle,2016,"Christensen, Clayton M.; Hall, Taddy; Dillon, Karen; Duncan, David S.",Know Your Customers’ “Jobs to Be Done”
https://m.signalvnoise.com/position-position-position/,user research; design ,"The mantra in real estate is “location, location, location.” You can upgrade kitchens and bathrooms all day, but if you’re in the wrong neighborhood it won’t sell. The same is true for products. Fo…",2017-01-11,2022-06-29 17:42:46,2022-06-29 17:42:46,2022-06-29 17:42:46,LVZJ8Q7S,webpage,2017,"Singer, Ryan","Position, Position, Position!"
https://medium.com/the-year-of-the-looking-glass/building-products-91aa93bea4bb,user research; design ,I recently gave a talk at TNW Europe about a framework we use at Facebook to help us focus our product development process. Working on that…,2017-01-06,2022-06-29 17:42:26,2022-06-29 17:42:26,2022-06-29 17:42:26,YVJRIWGB,blogPost,2017,"Zhuo, Julie",Building Products
https://medium.com/uie-brain-sparks/themes-a-small-change-to-product-roadmaps-with-large-effects-a9a9a496b800,user research; design ,"I’m in love. I’m in love with an idea. A quite simple idea, really. But one that has amazing effects when put into motion.",2019-08-16,2022-06-29 17:42:52,2022-06-29 17:42:52,2022-06-29 17:42:52,Z9Z64VTE,blogPost,2019,"Spool, Jared M.",Themes: A Small Change to Product Roadmaps with Large Effects
https://www.bringthedonuts.com/essays/babe-ruth-and-feature-lists.html,user research; design ,Why prioritized feature lists can be poisonous,,2022-06-29 17:42:49,2022-06-29 17:42:49,2022-06-29 17:42:49,5TZU3XRU,webpage,,"Norton, Ken",Babe Ruth and Feature Lists | Ken Norton
https://www.allthingsdistributed.com/2006/11/working_backwards.html,user research; design ,"In the fine grained services approach that we use at Amazon, services do not only represent a software structure but also the organizational structure. The services have a strong ownership model, which combined with the small team size is intended to make it very easy to innovate. In some sense you can see these services as small startups within the walls of a bigger company. Each of these services require a strong focus on who their customers are, regardless whether they are externally or internally.",2006-11-01,2022-06-29 17:42:37,2022-06-29 17:42:37,2022-06-29 17:42:37,VBV5VNI8,webpage,2006,"https://www.allthingsdistributed.com, Dr Werner Vogels-",Working Backwards
https://cloud.google.com/architecture/devops/devops-process-work-visibility-in-value-stream,value stream mapping,,,2022-06-29 17:30:28,2022-06-29 17:30:28,2022-06-29 17:30:28,SCVT5LCN,webpage,,,DevOps process: Visibility of work in the value stream
https://tanzu.vmware.com/content/blog/use-value-stream-mapping-to-guide-your-software-driven-future,value stream mapping,"Value stream mapping is a proven way to improve the pace and reliability of software delivery. This blog summarizes these techniques, and reviews a recent Pivotal whitepaper on the topic.",,2022-06-29 17:30:32,2022-06-29 17:30:32,2022-06-29 17:30:32,G5M468IV,webpage,,,Use Value Stream Mapping to Guide Your Software-Driven Future
https://technicloud.com/2018/06/19/get-mapped-value-stream-mapping/,value stream mapping,Value stream mapping (VSM) does exactly that: it is a DevOps framework (“borrowed” from manufacturing) that provides a structured way for cross-functional teams to collectively see wher…,2018-06-19,2022-06-29 17:30:37,2022-06-29 17:30:37,2022-06-29 17:30:37,HIVXMJ26,blogPost,2018,REBECCA,Get Mapped: Value Stream Mapping
https://www.forbes.com/sites/forbestechcouncil/2019/07/08/what-is-value-stream-management-a-primer-for-enterprise-leadership/,value stream mapping,"For executives seeking better innovation through software, try value stream mapping.",,2022-06-29 17:30:19,2022-06-29 17:30:19,2022-06-29 17:30:19,QLCP9NP9,webpage,,"Brenton, Flint",Council Post: What Is Value Stream Management? A Primer For Enterprise Leadership
https://www.forrester.com/blogs/value-stream-management-tools-unlock-agile-plus-devops-potential-takeaways-from-the-forrester-wave/,value stream mapping,"Application development and delivery (AD&D) leaders focusing on velocity and cadence are finding there’s more to software delivery than going fast. These leaders are realizing that shifting their focus from outputs to outcomes can provide greater insight than velocity alone. Using value stream management (VSM) tools, AD&D leaders gain better insight into their organization’s processes […]",2020-07-20,2022-06-29 17:30:23,2022-06-29 17:30:23,2022-06-29 17:30:23,Y9QVZS28,blogPost,2020,,Value Stream Management Tools Unlock Agile-Plus-DevOps' Potential: Takeaways From The Forrester Wave™